season,team_id,venue_id,venue_name_short,name_display_club,is_diff_configuration,distance_lf_line,distance_lf_gap,distance_cf,distance_rf_gap,distance_rf_line,distance_deepest,height_lf_line,height_lf_gap,height_cf,height_rf_gap,height_rf_line,height_highest,avg_fence_distance,avg_hr_distance,fence_area,avg_fence_height,year,elevation_feet,n,avg_roof,avg_daytime,avg_temperature,extra_distance,temperature_extra_distance,elevation_extra_distance,roof_extra_distance,environment_extra_distance,n_year_venue_roof_for_cool_hot_code,avg_temp_cool,extra_distance_cool,avg_temp_warm,extra_distance_warm,avg_temp_hot,extra_distance_hot
2015,147,3313,Yankee Stadium,Yankees,0,317.47132323333955,391.71696965306785,407.89094342748626,365.1840900287536,313.4689238006437,409.0342465553246,8.02,8.079,8.14,8.1,7.548,8.21,369.01548327200095,377.07391660533426,106949.57398828879,8.058433333333335,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,158,32,American Family Field,Brewers,0,341.0997905295338,371.87174560148213,399.52400016405426,377.0459646811109,344.64882094717916,399.6242204986924,6.93,6.46,6.689,6.72,7.079,7.079,372.31630163675385,379.00968497008716,108871.44452719891,6.693383333333332,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,108,1,Angel Stadium,Angels,0,329.44663310783227,385.90592063642345,398.30983321067475,368.99918271965265,329.530991823565,402.45435372554414,3.339,6.839,6.839,16.78,3.36,16.78,374.52591478632996,383.9108870085522,110167.53400925336,9.384972222222226,2016,151,173,0,20,75.9,2.2,0.7,-1.7,0,3.2,173,66.2,0.6,76.4,0.7,85.1,5.4
2016,109,15,Chase Field,D-backs,0,329.64731648448,388.17758144343196,404.68652996431183,387.4382182604661,333.01370187091186,409.7153522925958,7.979,7.208,24.46,6.814,8.359,24.46,378.66613733922355,390.2929040058902,112616.70607099532,11.62676666666666,2016,1086,159,70,22,81.8,9.1,3.1,2.9,2.8,0.3,47,82.9,13.9,93.6,16.3,99.2,9.3
2016,110,2,Oriole Park at Camden Yards,Orioles,0,332.74362400017486,370.40653106464816,398.89541043630305,385.19679504170716,317.50102019740626,407.66513657909746,6.66,6.579,6.489,6.489,19.787,20.069,367.2321932203871,376.2426432203871,105918.39084412577,9.01045,2016,33,140,0,24,74.1,-2.6,0,-2.3,0,-0.3,140,57.9,-9.3,77.5,1.7,86.9,-0.3
2016,111,3,Fenway Park,Red Sox,0,308.4317695196304,344.84759443183003,389.0707443963249,377.86244293906293,299.51487648816413,417.697517078549,37.1,37.1,17.039,3.899,3.659,37.1,362.1454209177981,382.3926264733537,103004.42397821422,20.247205555555556,2016,21,169,0,30,69.5,-5.7,-1.7,-2.3,0,-1.7,169,54.1,-16,70.5,-3.3,83.8,2.1
2016,112,17,Wrigley Field,Cubs,0,352.42971890448996,356.09736174013284,397.2244903498303,378.69814029438584,349.15850364091125,400.8094195421686,11.27,11.11,11.039,11.16,11.09,11.4,367.4152077943298,378.5823189054409,106023.98855482425,11.167111111111112,2016,595,172,0,54,68.6,-10.3,-2.1,0.5,0,-8.7,172,53.1,-19.8,71.8,-9.5,80.9,-1.7
2016,113,2602,Great American Ball Park,Reds,0,327.69339825810727,376.139041727638,403.77323136563007,368.3521724973278,324.5286959735607,403.77323136563007,11.47,11.499,7.46,7.569,11.697,11.697,364.4051870920607,373.31238153650514,104293.91776959039,8.907194444444439,2016,535,157,0,36,73.3,2,-0.3,0.2,0,2.1,157,57.7,-1.4,76.2,2.4,85.9,5.2
2016,114,5,Progressive Field,Guardians,0,324.9180881921321,367.9723424161909,400.040473294687,374.97191761273945,324.5816135286048,408.61414766568197,20.32,20.279,7.769,7.769,12.16,20.32,366.0366769198311,379.69538803094224,105229.88341395068,13.658711111111112,2016,653,158,0,25,71.7,-1.5,-0.9,0.7,0,-1.3,158,57.3,-10.5,75.4,0.1,82.5,6.1
2016,115,19,Coors Field,Rockies,0,347.1811729661587,407.74742583997437,414.7261166727116,385.16157388982606,350.4834628826285,422.5348739952525,12.39,7.649,7.569,16.079,15.969,16.079,385.5958444521606,397.107438896605,116776.2624665428,11.511594444444446,2016,5190,131,0,37,75.6,27,0.7,24.5,0,1.8,131,60.5,21.2,78.7,28.6,87.6,31.4
